Time,Source,Destination,Protocol,Length,Info
1970-01-01 00:00:02.631322000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1524 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.695323000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1666 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.695414000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1087 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.695484000,172.16.0.8,64.13.134.52,TCP,58,36051  >  7800 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.695549000,172.16.0.8,64.13.134.52,TCP,58,36051  >  19780 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.695614000,172.16.0.8,64.13.134.52,TCP,58,36051  >  4111 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.695679000,172.16.0.8,64.13.134.52,TCP,58,36051  >  27356 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.695746000,172.16.0.8,64.13.134.52,TCP,58,36051  >  5440 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.695810000,172.16.0.8,64.13.134.52,TCP,58,36051  >  99 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.695875000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1040 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.695940000,172.16.0.8,64.13.134.52,TCP,58,36051  >  5800 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.696005000,172.16.0.8,64.13.134.52,TCP,58,36051  >  4005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.696074000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1166 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.696139000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1328 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.696203000,172.16.0.8,64.13.134.52,TCP,58,36051  >  9 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.696269000,172.16.0.8,64.13.134.52,TCP,58,36051  >  44501 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.696341000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2968 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.696411000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2909 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.696486000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2393 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.696553000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1070 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.696625000,172.16.0.8,64.13.134.52,TCP,58,36050  >  254 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.696694000,172.16.0.8,64.13.134.52,TCP,58,36050  >  3784 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.696767000,172.16.0.8,64.13.134.52,TCP,58,36050  >  10009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.696832000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1097 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.696897000,172.16.0.8,64.13.134.52,TCP,58,36050  >  9593 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.696962000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1151 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.697027000,172.16.0.8,64.13.134.52,TCP,58,36050  >  4224 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.755333000,172.16.0.8,64.13.134.52,TCP,58,36050  >  49176 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.755417000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.755486000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1027 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.755551000,172.16.0.8,64.13.134.52,TCP,58,36050  >  30 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.755615000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5811 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.755679000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2260 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.755747000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1461 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.755812000,172.16.0.8,64.13.134.52,TCP,58,36050  >  3000 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.755876000,172.16.0.8,64.13.134.52,TCP,58,36050  >  60443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.755941000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8400 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.756005000,172.16.0.8,64.13.134.52,TCP,58,36050  >  32785 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.756075000,172.16.0.8,64.13.134.52,TCP,58,36050  >  9110 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.756139000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5200 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.756205000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1048 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.756269000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1688 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.820343000,172.16.0.8,64.13.134.52,TCP,58,36051  >  4224 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.820439000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1151 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.820505000,172.16.0.8,64.13.134.52,TCP,58,36051  >  9593 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.820575000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1097 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.820639000,172.16.0.8,64.13.134.52,TCP,58,36051  >  10009 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.820704000,172.16.0.8,64.13.134.52,TCP,58,36051  >  3784 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.820774000,172.16.0.8,64.13.134.52,TCP,58,36051  >  254 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.820839000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1070 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.820903000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2393 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.820968000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2909 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.821032000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2968 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.821108000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8651 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.821172000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1805 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.821237000,172.16.0.8,64.13.134.52,TCP,58,36050  >  25734 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.821301000,172.16.0.8,64.13.134.52,TCP,58,36050  >  15742 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.821365000,172.16.0.8,64.13.134.52,TCP,58,36050  >  912 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.821434000,172.16.0.8,64.13.134.52,TCP,58,36050  >  726 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.821498000,172.16.0.8,64.13.134.52,TCP,58,36050  >  7741 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.821566000,172.16.0.8,64.13.134.52,TCP,58,36050  >  4662 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.821630000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2800 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.821694000,172.16.0.8,64.13.134.52,TCP,58,36050  >  6346 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.821763000,172.16.0.8,64.13.134.52,TCP,58,36050  >  57797 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.821828000,172.16.0.8,64.13.134.52,TCP,58,36050  >  4126 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.821892000,172.16.0.8,64.13.134.52,TCP,58,36050  >  9415 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.821956000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2161 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.822020000,172.16.0.8,64.13.134.52,TCP,58,36050  >  82 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.880327000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1688 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.880417000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1048 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.880486000,172.16.0.8,64.13.134.52,TCP,58,36051  >  5200 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.880551000,172.16.0.8,64.13.134.52,TCP,58,36051  >  9110 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.880616000,172.16.0.8,64.13.134.52,TCP,58,36051  >  32785 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.880681000,172.16.0.8,64.13.134.52,TCP,58,36051  >  8400 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.880748000,172.16.0.8,64.13.134.52,TCP,58,36051  >  60443 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.880813000,172.16.0.8,64.13.134.52,TCP,58,36051  >  3000 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.880877000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1461 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.880942000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2260 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.881006000,172.16.0.8,64.13.134.52,TCP,58,36051  >  5811 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.881077000,172.16.0.8,64.13.134.52,TCP,58,36051  >  30 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.881141000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1027 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.881206000,172.16.0.8,64.13.134.52,TCP,58,36051  >  8000 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.881270000,172.16.0.8,64.13.134.52,TCP,58,36051  >  49176 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.945339000,172.16.0.8,64.13.134.52,TCP,58,36051  >  82 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.945401000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2161 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.945454000,172.16.0.8,64.13.134.52,TCP,58,36051  >  9415 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.945507000,172.16.0.8,64.13.134.52,TCP,58,36051  >  4126 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.945571000,172.16.0.8,64.13.134.52,TCP,58,36051  >  57797 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.945635000,172.16.0.8,64.13.134.52,TCP,58,36051  >  6346 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.945700000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2800 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:02.945764000,172.16.0.8,64.13.134.52,TCP,58,36051  >  4662 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.945829000,172.16.0.8,64.13.134.52,TCP,58,36051  >  7741 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.945904000,172.16.0.8,64.13.134.52,TCP,58,36051  >  726 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.945968000,172.16.0.8,64.13.134.52,TCP,58,36051  >  912 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.946033000,172.16.0.8,64.13.134.52,TCP,58,36051  >  15742 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.946097000,172.16.0.8,64.13.134.52,TCP,58,36051  >  25734 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.946163000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1805 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.946217000,172.16.0.8,64.13.134.52,TCP,58,36051  >  8651 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.946289000,172.16.0.8,64.13.134.52,TCP,58,36050  >  646 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.946353000,172.16.0.8,64.13.134.52,TCP,58,36050  >  11111 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.946417000,172.16.0.8,64.13.134.52,TCP,58,36050  >  9944 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:02.946502000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1862 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.946572000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.946637000,172.16.0.8,64.13.134.52,TCP,58,36050  >  7911 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.946702000,172.16.0.8,64.13.134.52,TCP,58,36050  >  32780 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.946766000,172.16.0.8,64.13.134.52,TCP,58,36050  >  163 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.946830000,172.16.0.8,64.13.134.52,TCP,58,36050  >  3301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:02.946895000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2200 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:02.946964000,172.16.0.8,64.13.134.52,TCP,58,36050  >  7070 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.005331000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1065 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.005414000,172.16.0.8,64.13.134.52,TCP,58,36050  >  32776 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.005483000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1259 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.005548000,172.16.0.8,64.13.134.52,TCP,58,36050  >  9595 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.005613000,172.16.0.8,64.13.134.52,TCP,58,36050  >  35500 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.005677000,172.16.0.8,64.13.134.52,TCP,58,36050  >  10082 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.005746000,172.16.0.8,64.13.134.52,TCP,58,36050  >  7 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.005810000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2013 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.005874000,172.16.0.8,64.13.134.52,TCP,58,36050  >  464 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.005939000,172.16.0.8,64.13.134.52,TCP,58,36050  >  6025 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.006002000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5730 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.006057000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8021 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.006121000,172.16.0.8,64.13.134.52,TCP,58,36050  >  3517 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.006185000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1088 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.006249000,172.16.0.8,64.13.134.52,TCP,58,36050  >  999 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.063375000,64.13.134.52,172.16.0.8,TCP,60,"[TCP Retransmission] 53  >  36050 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1380"
1970-01-01 00:00:03.070317000,172.16.0.8,64.13.134.52,TCP,58,36061  >  113 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.070385000,172.16.0.8,64.13.134.52,TCP,58,36051  >  7070 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.070450000,172.16.0.8,64.13.134.52,TCP,58,36051  >  2200 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.070516000,172.16.0.8,64.13.134.52,TCP,58,36051  >  3301 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.070581000,172.16.0.8,64.13.134.52,TCP,58,36051  >  163 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.070645000,172.16.0.8,64.13.134.52,TCP,58,36051  >  32780 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.070710000,172.16.0.8,64.13.134.52,TCP,58,36051  >  7911 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.070778000,172.16.0.8,64.13.134.52,TCP,58,36051  >  8100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.070842000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1862 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.070907000,172.16.0.8,64.13.134.52,TCP,58,36051  >  9944 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.070971000,172.16.0.8,64.13.134.52,TCP,58,36051  >  11111 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.071036000,172.16.0.8,64.13.134.52,TCP,58,36051  >  646 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.071115000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5906 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.071179000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2288 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.071243000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1719 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.071307000,172.16.0.8,64.13.134.52,TCP,58,36050  >  9418 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.071372000,172.16.0.8,64.13.134.52,TCP,58,36050  >  10000 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.071440000,172.16.0.8,64.13.134.52,TCP,58,36050  >  20031 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.071514000,172.16.0.8,64.13.134.52,TCP,58,36050  >  4567 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.071591000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8193 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.071658000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1322 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.071723000,172.16.0.8,64.13.134.52,TCP,58,36050  >  3 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.071795000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1761 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.071859000,172.16.0.8,64.13.134.52,TCP,58,36050  >  10566 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.071924000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1169 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.071995000,172.16.0.8,64.13.134.52,TCP,58,36050  >  9220 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.130345999,172.16.0.8,64.13.134.52,TCP,58,36051  >  999 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.130443000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1088 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.130512999,172.16.0.8,64.13.134.52,TCP,58,36051  >  3517 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.130582000,172.16.0.8,64.13.134.52,TCP,58,36051  >  8021 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.130647000,172.16.0.8,64.13.134.52,TCP,58,36051  >  5730 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.130712000,172.16.0.8,64.13.134.52,TCP,58,36051  >  6025 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.130782000,172.16.0.8,64.13.134.52,TCP,58,36051  >  464 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.130846999,172.16.0.8,64.13.134.52,TCP,58,36051  >  2013 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.130911000,172.16.0.8,64.13.134.52,TCP,58,36051  >  7 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.130976000,172.16.0.8,64.13.134.52,TCP,58,36051  >  10082 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.131039999,172.16.0.8,64.13.134.52,TCP,58,36051  >  35500 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.131109000,172.16.0.8,64.13.134.52,TCP,58,36051  >  9595 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.131174000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1259 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.131239000,172.16.0.8,64.13.134.52,TCP,58,36051  >  32776 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.131304000,172.16.0.8,64.13.134.52,TCP,58,36051  >  1065 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.132131000,64.13.134.52,172.16.0.8,TCP,60,"113  >  36061 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
1970-01-01 00:00:03.134064999,172.16.0.8,64.13.134.52,TCP,58,36050  >  212 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.134130000,172.16.0.8,64.13.134.52,TCP,58,36050  >  65129 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.134193000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1185 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.134258000,172.16.0.8,64.13.134.52,TCP,58,36050  >  9009 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.134322000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1248 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.134387000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1058 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.134451000,172.16.0.8,64.13.134.52,TCP,58,36050  >  5988 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.134517000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1277 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.134582000,172.16.0.8,64.13.134.52,TCP,58,36050  >  2126 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
1970-01-01 00:00:03.134646000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1216 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.134710000,172.16.0.8,64.13.134.52,TCP,58,36050  >  9091 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
1970-01-01 00:00:03.134774000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1455 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.134843000,172.16.0.8,64.13.134.52,TCP,58,36050  >  1009 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.134907000,172.16.0.8,64.13.134.52,TCP,58,36050  >  10001 [SYN] Seq=0 Win=4096 Len=0 MSS=1460
1970-01-01 00:00:03.134971000,172.16.0.8,64.13.134.52,TCP,58,36050  >  8292 [SYN] Seq=0 Win=2048 Len=0 MSS=1460
1970-01-01 00:00:03.135036000,172.16.0.8,64.13.134.52,TCP,58,36050  >  55600 [SYN] Seq=0 Win=3072 Len=0 MSS=1460
